transaction_id,date,province,city,category,store_type,payment_method,sales_amount,quantity,discount_percentage,customer_rating,longitude,latitude
TRX00345,2024-06-17,Provinsi Jawa Barat,Kota Prabumulih,Food & Beverage,Online,Bank Transfer,4953805,2,33.8,5.2,104.235397,-3.440956
TRX00346,2024-01-04,Provinsi Bengkulu,Kabupaten Bintan,Home & Living,Online,Credit Card,688128,5,13.2,4.1,104.5189214,1.0619173
TRX00347,2024-02-27,Provinsi Sumatera Barat,Kabupaten Tapanuli Utara,Food & Beverage,Online,Cash,794909,3,24.3,4.2,99.1013498,2.0405246
TRX00348,2024-02-11,Provinsi Nusa Tenggara Barat,Kabupaten Merauke,Electronics,Offline,Digital Wallet,165607,3,11,3.2,140.3945527,-8.4960406
TRX00349,2024-07-14,Provinsi Sumatera Selatan,Kabupaten Tolikara,Fashion,Online,Bank Transfer,1694486,3,3.7,4.7,138.4787258,-3.481132
TRX00350,2024-06-15,Provinsi Maluku,Kabupaten Puncak Jaya,Electronics,Online,Digital Wallet,3435995,3,7.6,4.2,137.1847222,-4.0836111
TRX00351,2024-05-05,Provinsi Sumatera Selatan,Kabupaten Rejang Lebong,Electronics,Hybrid,Digital Wallet,2516074,3,9.1,3.7,102.6675575,-3.4548154
TRX00352,2024-04-23,Provinsi Sulawesi Barat,Kabupaten Mamasa,Food & Beverage,Online,Digital Wallet,72165,2,28.2,4.2,119.368202,-2.960135
TRX00353,2024-11-02,Provinsi Sulawesi Barat,Kabupaten Aceh Tengah,Fashion,Offline,Bank Transfer,192882,1,14.9,4.7,96.8350999,4.4482641
TRX00354,2024-09-07,Provinsi Papua Barat,Kota Sibolga,Food & Beverage,Hybrid,Digital Wallet,602072,5,16.3,4.2,98.7827988,1.7403745
TRX00355,2024-12-10,Provinsi Aceh,Kabupaten Bangka Tengah,Fashion,Hybrid,Cash,1096004,3,42.5,4.4,106.0640179,-2.2884782
TRX00356,2024-08-27,Provinsi Jawa Timur,Kabupaten Gunung Mas,Electronics,Offline,Credit Card,316935,2,8.3,4.7,106.9913889,-6.7052778
TRX00357,2024-10-07,Provinsi Kepulauan Riau,Kabupaten Dairi,Electronics,Offline,Digital Wallet,231374,2,31,3.7,98.265058,2.8675801
TRX00358,2024-02-09,Provinsi Jambi,Kota Tanjung Balai,Food & Beverage,Online,Digital Wallet,687025,1,33.6,4.1,99.800331,2.965122
TRX00359,2024-11-18,Provinsi Jambi,Kabupaten Merangin,Fashion,Online,Credit Card,212713,2,14.1,4.5,101.9804613,-2.1752789
TRX00360,2024-04-01,Provinsi Bali,Kabupaten Rokan Hilir,Food & Beverage,Online,Cash,4213670,4,28,3.5,100.8000051,1.6463978
TRX00361,2024-04-09,Provinsi Sumatera Utara,Kabupaten Tapanuli Selatan,Food & Beverage,Online,Digital Wallet,87978,5,1.9,4.8,99.2785583,1.5774933
TRX00362,2024-10-19,Provinsi Sulawesi Tenggara,Kabupaten Musi Rawas,Electronics,Online,Credit Card,908121,1,25.5,3.7,102.989615,-2.8625305
TRX00363,2024-01-02,Provinsi DKI Jakarta,Kabupaten Sarolangun,Food & Beverage,Offline,Cash,74162,2,25.3,4.3,102.6905326,-2.2654937
TRX00364,2024-06-10,Provinsi Bali,Kabupaten Kotawaringin Barat,Health & Beauty,Online,Bank Transfer,333040,3,27.4,4.3,106.8630174,-6.1961131
TRX00365,2024-09-28,Provinsi Jawa Tengah,Kabupaten Buru,Home & Living,Online,Digital Wallet,2408892,3,46.6,3.9,126.7819505,-3.3927754
TRX00366,2024-12-05,Provinsi Maluku,Kabupaten Indramayu,Home & Living,Online,Digital Wallet,1676316,4,8.8,4.3,108.325104,-6.336315
TRX00367,2024-07-19,Provinsi Maluku Utara,Kabupaten Berau,Fashion,Offline,Digital Wallet,134656,3,52,4.1,117.3616476,2.0450883
TRX00368,2024-11-02,Provinsi Bali,Kabupaten Belitung,Fashion,Hybrid,Cash,124772,6,8.7,4.6,107.9531836,-2.8708938
TRX00369,2024-05-08,Provinsi Kepulauan Bangka Belitung,Kabupaten Keerom,Fashion,Offline,Bank Transfer,578646,3,4.1,3.5,140.7624493,-3.3449536
TRX00370,2024-10-27,Provinsi Kepulauan Bangka Belitung,Kabupaten Lampung Tengah,Food & Beverage,Offline,Cash,210526,1,36,4.8,105.3131185,-4.8008086
TRX00371,2024-04-09,Provinsi Kalimantan Selatan,Kota Kendari,Food & Beverage,Offline,Credit Card,819222,4,31.7,4.1,122.5149028,-3.972201
TRX00372,2023-12-31,Provinsi Papua Barat,Kabupaten Donggala,Fashion,Offline,Cash,204107,1,17,3.8,119.8352303,-0.4233155
TRX00373,2024-04-15,Provinsi Sumatera Utara,Kabupaten Kutai Timur,Fashion,Online,Credit Card,109122,3,40.8,3.7,116.9852422,0.9433774
TRX00374,2024-09-09,Provinsi Aceh,Kabupaten Gresik,Electronics,Online,Digital Wallet,355106,2,4.5,4.7,112.6555,-7.15665
TRX00375,2024-01-21,Provinsi Nusa Tenggara Barat,Kota Tidore Kepulauan,Food & Beverage,Online,Bank Transfer,160513,3,7.2,3.4,127.4,0.6833333
TRX00376,2024-10-24,Provinsi Bengkulu,Kabupaten Pacitan,Fashion,Online,Cash,1618455,7,10.9,4.3,111.08769,-8.204614
TRX00377,2024-11-13,Provinsi Sulawesi Tenggara,Kabupaten Sukoharjo,Food & Beverage,Online,Cash,390637,1,1.5,3.9,110.8195292,-7.6808818
TRX00378,2024-03-06,Provinsi Bengkulu,Kabupaten Melawi,Electronics,Online,Digital Wallet,525707,4,17.7,3.8,111.6660725,-0.7000681
TRX00379,2024-09-30,Provinsi Jambi,Kota Pare-Pare,Food & Beverage,Offline,Cash,2171506,2,5.1,4.1,119.6236111,-4.0166667
TRX00380,2024-03-05,Provinsi DKI Jakarta,Kabupaten Dompu,Home & Living,Offline,Credit Card,3499608,4,15.2,4.2,118.4747173,-8.4966318
TRX00381,2024-09-15,Provinsi Sulawesi Tenggara,Kabupaten Sijunjung,Home & Living,Hybrid,Cash,517824,2,4.3,4,100.997658,-0.6881586
TRX00382,2024-09-10,Provinsi Maluku Utara,Kabupaten Nias Barat,Food & Beverage,Offline,Cash,761981,2,45.3,3.8,97.5247243,1.1255279
TRX00383,2024-08-03,Provinsi DKI Jakarta,Kota Manado,Electronics,Online,Bank Transfer,2021677,4,16.1,4.6,124.842843,1.4917014
TRX00384,2024-07-14,Provinsi Gorontalo,Kabupaten Gianyar,Electronics,Hybrid,Bank Transfer,458575,1,17.2,4.5,115.3255,-8.544185
TRX00385,2024-07-21,Provinsi Papua,Kota Lhokseumawe,Food & Beverage,Offline,Bank Transfer,192281,5,54.8,5,97.1402778,5.1880556
TRX00386,2024-07-29,Provinsi Papua Barat,Kabupaten Lombok Tengah,Electronics,Online,Digital Wallet,1475549,4,9.6,3.7,116.2777073,-8.694623
TRX00387,2024-06-24,Provinsi Kalimantan Timur,Kabupaten Deiyai,Home & Living,Hybrid,Digital Wallet,118861,2,4.6,3.7,136.4393054,-4.0974893
TRX00388,2024-12-09,Provinsi Kalimantan Tengah,Kota Sukabumi,Health & Beauty,Online,Bank Transfer,427234,7,12,3.8,106.922203,-6.92405
TRX00389,2024-05-26,Provinsi Papua Barat,Kabupaten Pohuwato,Electronics,Hybrid,Credit Card,365194,0,11.6,3.6,121.7195459,0.7055278
TRX00390,2024-04-20,Provinsi Jawa Timur,Kabupaten Kayong Utara,Food & Beverage,Online,Bank Transfer,323708,2,26,5.2,110.0449662,-0.9225877
TRX00391,2024-12-01,Provinsi Papua Barat,Kota Sungai Penuh,Home & Living,Online,Credit Card,34778,1,15.6,2.9,101.387199,-2.06314
TRX00392,2024-02-28,Provinsi Bengkulu,Kabupaten Bangkalan,Fashion,Hybrid,Credit Card,303592,2,5.4,3.5,112.7450068,-7.0306912
TRX00393,2024-04-11,Provinsi DI Yogyakarta,Kota Tomohon,Fashion,Offline,Credit Card,1937005,1,17.3,3.8,124.8384504,1.3234131
TRX00394,2024-05-05,Provinsi Sulawesi Tengah,Kabupaten Yahukimo,Food & Beverage,Offline,Digital Wallet,341625,5,30.9,4.1,139.5279996,-4.4939717
TRX00395,2024-01-28,Provinsi Sumatera Barat,Kota Batu,Fashion,Online,Cash,293989,5,5.8,4.1,112.5239,-7.8671
TRX00396,2024-02-16,Provinsi Kalimantan Timur,Kabupaten Lampung Timur,Fashion,Offline,Bank Transfer,280464,7,40.6,4.7,105.6881788,-5.1134995
TRX00397,2024-08-19,Provinsi DKI Jakarta,Kabupaten Mandailing Natal,Fashion,Offline,Digital Wallet,227658,3,55.1,4.8,99.3673084,0.7432372
TRX00398,2024-04-21,Provinsi Maluku Utara,Kabupaten Sintang,Home & Living,Online,Cash,631821,0,15.4,3.7,111.495499,0.080238
TRX00399,2024-12-07,Provinsi Sumatera Barat,Kabupaten Bengkulu Utara,Electronics,Online,Bank Transfer,987687,6,27.4,4.3,102.1632718,-3.4219555
TRX00400,2024-10-22,Provinsi Lampung,Kabupaten Labuhanbatu,Fashion,Offline,Credit Card,2324571,3,9.5,3.4,100.1703257,2.3439863
TRX00401,2024-01-02,Provinsi Sulawesi Tenggara,Kota Cilegon,Home & Living,Offline,Credit Card,114034,4,16.3,4.6,106.040506,-6.0169825
TRX00402,2024-05-24,Provinsi Sulawesi Tenggara,Kabupaten Wonosobo,Fashion,Online,Digital Wallet,810733,3,7.9,3.8,109.899399,-7.362109
TRX00403,2024-04-01,Provinsi Sulawesi Tengah,Kabupaten Seluma,Health & Beauty,Online,Cash,468413,1,42.6,4.4,102.5642261,-4.0622929
TRX00404,2024-04-06,Provinsi Gorontalo,Kabupaten Tebo,Home & Living,Offline,Bank Transfer,726233,4,5.2,3.7,102.3463875,-1.2592999
TRX00405,2024-09-29,Provinsi Gorontalo,Kabupaten Kapuas,Fashion,Hybrid,Digital Wallet,194585,4,31.3,4.2,110.1313251,-0.0459972
TRX00406,2024-06-20,Provinsi Jawa Tengah,Kabupaten Pangkajene Dan Kepulauan,Food & Beverage,Online,Digital Wallet,571404,4,11.3,4.2,119.5571677,-4.805035
TRX00407,2024-09-26,Provinsi Jawa Timur,Kota Bukittinggi,Food & Beverage,Online,Cash,172254,2,8,3.7,100.3691667,-0.3055556
TRX00408,2024-08-20,Provinsi Maluku Utara,Kabupaten Lombok Timur,Home & Living,Hybrid,Credit Card,1056047,2,53.9,4.4,116.5609857,-8.5134471
TRX00409,2024-01-16,Provinsi Jawa Tengah,Kabupaten Minahasa Selatan,Fashion,Online,Cash,211960,3,21.7,5.8,124.4641848,1.0946773
TRX00410,2024-06-07,Provinsi DKI Jakarta,Kabupaten Demak,Health & Beauty,Offline,Cash,581803,6,25.7,4.2,110.639297,-6.888115
TRX00411,2024-02-08,Provinsi Kalimantan Selatan,Kabupaten Kerinci,Health & Beauty,Online,Digital Wallet,65063,3,23.2,4,101.4339148,-1.8720467
TRX00412,2024-07-01,Provinsi Sulawesi Utara,Kota Bima,Electronics,Offline,Cash,757143,1,32.2,3.9,118.727402,-8.460566
TRX00413,2024-01-29,Provinsi Jawa Barat,Kabupaten Rokan Hulu,Fashion,Offline,Cash,1652935,3,21,4,100.439656,1.0410934
TRX00414,2024-06-14,Provinsi Sulawesi Selatan,Kabupaten Nias Utara,Electronics,Hybrid,Credit Card,1174676,3,1.5,4.3,97.5247243,1.1255279
TRX00415,2024-02-15,Provinsi Kalimantan Barat,Kabupaten Bangka Tengah,Home & Living,Hybrid,Cash,1565966,2,31.7,3.8,106.0640179,-2.2884782
TRX00416,2024-10-21,Provinsi Gorontalo,Kabupaten Bengkalis,Health & Beauty,Offline,Bank Transfer,140702,2,27.4,5,102.0797222,1.4897222
TRX00417,2024-07-17,Provinsi Banten,Kota Bogor,Fashion,Online,Credit Card,460947,7,22.9,4.5,106.8,-6.6
TRX00418,2024-01-11,Provinsi Sumatera Utara,Kabupaten Seram Bagian Barat,Electronics,Online,Digital Wallet,509222,0,22,4.7,128.4008357,-3.1271575
TRX00419,2024-07-10,Provinsi Nusa Tenggara Timur,Kota Yogyakarta,Fashion,Hybrid,Credit Card,1121902,6,13.8,4.9,110.368797,-7.797224
TRX00420,2024-05-30,Provinsi Jawa Tengah,Kabupaten Tulangbawang,Fashion,Online,Digital Wallet,461648,11,12,3.7,105.5005483,-4.3176576
TRX00421,2024-01-29,Provinsi Maluku,Kabupaten Gianyar,Food & Beverage,Online,Bank Transfer,445549,1,17.3,3.7,115.3255,-8.544185
TRX00422,2024-04-04,Provinsi Jambi,Kabupaten Boalemo,Electronics,Online,Credit Card,2924016,5,14.7,4.4,122.2653887,0.7013419
TRX00423,2024-08-23,Provinsi Bengkulu,Kota Magelang,Fashion,Offline,Cash,1625418,3,8.3,4,110.213799,-7.481253
TRX00424,2024-02-09,Provinsi Banten,Kabupaten Belitung,Electronics,Online,Credit Card,94268,5,18.5,4.5,107.9531836,-2.8708938
TRX00425,2024-06-28,Provinsi Nusa Tenggara Timur,Kota Surabaya,Health & Beauty,Online,Digital Wallet,371658,5,6.6,4.2,112.734398,-7.289166
TRX00426,2024-05-10,Provinsi Sulawesi Selatan,Kabupaten Sorong Selatan,Food & Beverage,Online,Bank Transfer,202437,3,26.1,4.6,131.25,-0.8666667
TRX00427,2024-10-17,Provinsi Kepulauan Riau,Kabupaten Karawang,Electronics,Online,Bank Transfer,10659109,5,15.6,3.4,107.3375791,-6.3227303
TRX00428,2024-05-29,Provinsi Kepulauan Riau,Kabupaten Lombok Utara,Electronics,Online,Digital Wallet,333036,4,69.3,4.6,116.2777073,-8.3739076
TRX00429,2024-06-29,Provinsi Sulawesi Tenggara,Kabupaten Jember,Electronics,Offline,Credit Card,1720938,1,49.2,3.3,113.700302,-8.172357
TRX00430,2024-10-29,Provinsi Sulawesi Barat,Kabupaten Sragen,Home & Living,Offline,Bank Transfer,601157,2,30.2,4.2,111.021301,-7.430229
TRX00431,2024-06-29,Provinsi Maluku,Kabupaten Ciamis,Home & Living,Offline,Credit Card,608755,6,13.2,4.4,108.35,-7.3333333
TRX00432,2024-02-18,Provinsi Kalimantan Timur,Kabupaten Puncak,Home & Living,Online,Bank Transfer,895894,1,40.2,3.8,106.9542425,-6.7125476
TRX00433,2024-01-30,Provinsi Kalimantan Tengah,Kabupaten Bolang Mongondow Selatan,Health & Beauty,Offline,Bank Transfer,473400,2,5.2,5,123.8411288,0.4053215
TRX00434,2024-03-16,Provinsi Sumatera Utara,Kabupaten Karo,Fashion,Offline,Cash,1255792,5,45.8,4.3,98.265058,3.1052909
TRX00435,2024-11-06,Provinsi Kalimantan Timur,Kota Singkawang,Home & Living,Online,Credit Card,955666,3,37,3.4,108.984596,0.908795
TRX00436,2024-06-14,Provinsi Nusa Tenggara Timur,Kabupaten Luwu,Electronics,Online,Digital Wallet,101240,4,17.3,5,120.2512728,-3.3052214
TRX00437,2024-11-21,Provinsi Nusa Tenggara Timur,Kabupaten Sumba Timur,Food & Beverage,Online,Cash,313241,3,39.4,4.4,120.3435506,-9.9802103
TRX00438,2024-11-13,Provinsi Jawa Tengah,Kota Binjai,Fashion,Online,Digital Wallet,323511,3,13.2,4.1,98.482246,3.594462
TRX00439,2024-05-01,Provinsi Papua,Kabupaten Nduga,Food & Beverage,Online,Cash,329139,0,38.8,4.6,138.2393528,-4.4069496
TRX00440,2024-04-21,Provinsi Bengkulu,Kabupaten Pasaman,Electronics,Offline,Bank Transfer,1584256,3,27.1,3.6,99.7901781,0.1288752
TRX00441,2024-07-10,Provinsi Sulawesi Selatan,Kota Sabang,Food & Beverage,Online,Digital Wallet,2415381,3,17.4,4.2,95.3192982,5.8946929
TRX00442,2024-11-18,Provinsi Bali,Kabupaten Sukamara,Electronics,Hybrid,Bank Transfer,217193,2,14.1,4.3,111.2368084,-2.6267517
TRX00443,2024-01-13,Provinsi Papua Barat,Kota Blitar,Food & Beverage,Offline,Cash,938254,0,20.4,2.7,112.15,-8.1
TRX00444,2024-07-09,Provinsi Papua,Kabupaten Hulu Sungai Tengah,Food & Beverage,Online,Cash,169494,4,33.8,4,115.5207358,-2.6153162
TRX00445,2024-03-19,Provinsi Riau,Kabupaten Biak Numfor,Health & Beauty,Offline,Cash,312781,0,26,3.9,135.9800848,-1.0381022
TRX00446,2024-03-04,Provinsi Gorontalo,Kabupaten Ogan Komering Ulu Timur,Health & Beauty,Online,Bank Transfer,735868,3,23.7,4.4,104.7520939,-3.8567934
TRX00447,2024-11-02,Provinsi Kalimantan Tengah,Kabupaten Soppeng,Fashion,Online,Digital Wallet,451991,3,55.5,4.8,119.9277947,-4.3518541
TRX00448,2024-07-12,Provinsi Kalimantan Timur,Kabupaten Bantaeng,Electronics,Offline,Bank Transfer,276479,2,19.2,4.3,120.0202964,-5.5169316
TRX00449,2024-06-05,Provinsi Nusa Tenggara Barat,Kota Balikpapan,Electronics,Online,Credit Card,155265,3,7.9,3.8,116.8278833,-1.2635389
TRX00450,2024-03-13,Provinsi Gorontalo,Kabupaten Wakatobi,Electronics,Offline,Bank Transfer,399742,4,13.3,4.2,123.5951925,-5.3264442
TRX00451,2024-02-16,Provinsi Maluku Utara,Kota Dumai,Home & Living,Online,Credit Card,575410,5,17.3,3.7,101.447601,1.665742
TRX00452,2024-05-05,Provinsi Jawa Barat,Kabupaten Kuantan Singingi,Home & Living,Offline,Credit Card,957972,2,12.5,3.7,101.5248055,-0.4411596
TRX00453,2024-08-23,Provinsi DKI Jakarta,Kabupaten Sukamara,Fashion,Offline,Credit Card,227413,4,30.9,2.9,111.2368084,-2.6267517
TRX00454,2023-12-29,Provinsi Sulawesi Utara,Kabupaten Takalar,Food & Beverage,Hybrid,Bank Transfer,981754,3,35.4,4.1,119.4875668,-5.4162493
TRX00455,2024-04-29,Provinsi Maluku,Kabupaten Aceh Barat Daya,Fashion,Hybrid,Bank Transfer,170502,2,10.8,4.5,97.3368031,3.0512643
TRX00456,2024-05-27,Provinsi DKI Jakarta,Kabupaten Luwu Timur,Fashion,Hybrid,Digital Wallet,316231,4,27.6,4.3,121.1710389,-2.5825518
TRX00457,2024-10-06,Provinsi Sulawesi Utara,Kabupaten Toli-Toli,Electronics,Online,Credit Card,856592,2,15.6,3.7,120.7579834,0.8768231
TRX00458,2024-02-10,Provinsi Bali,Kabupaten Solok Selatan,Electronics,Online,Digital Wallet,273163,3,15.8,4,101.2523792,-1.4157329
TRX00459,2024-08-06,Provinsi Kalimantan Timur,Kabupaten Sukamara,Electronics,Online,Cash,250382,4,31.1,4.8,111.2368084,-2.6267517
TRX00460,2024-08-18,Provinsi Kepulauan Riau,Kabupaten Sumenep,Fashion,Online,Cash,520741,1,27.3,4.6,113.9060624,-6.9253999
TRX00461,2024-11-27,Provinsi Riau,Kabupaten Keerom,Food & Beverage,Offline,Cash,565675,6,12.4,4.5,140.7624493,-3.3449536
TRX00462,2024-07-03,Provinsi Sumatera Selatan,Kabupaten Ogan Komering Ulu,Fashion,Hybrid,Bank Transfer,1390011,3,10.8,4,104.0072348,-4.0283486
TRX00463,2024-07-07,Provinsi Kepulauan Riau,Kabupaten Jayawijaya,Home & Living,Online,Bank Transfer,432334,4,29.8,4.2,138.7995122,-4.0004481
TRX00464,2024-10-21,Provinsi Nusa Tenggara Timur,Kabupaten Cilacap,Food & Beverage,Offline,Digital Wallet,99663,3,8.4,3.6,109,-7.733333
TRX00465,2024-05-19,Provinsi Gorontalo,Kabupaten Morowali,Electronics,Online,Cash,283368,3,11.1,4.2,121.5370003,-2.3003072
TRX00466,2024-06-30,Provinsi Kepulauan Bangka Belitung,Kota Banjar,Home & Living,Online,Cash,290648,2,22.6,4.4,108.5333333,-7.3666667
TRX00467,2024-04-13,Provinsi Bengkulu,Kabupaten Karimun,Fashion,Offline,Bank Transfer,214918,3,14,4.2,103.3666667,1.05
TRX00468,2024-07-01,Provinsi Sulawesi Utara,Kabupaten Soppeng,Fashion,Online,Bank Transfer,753319,3,7,4.3,119.9277947,-4.3518541
TRX00469,2024-04-20,Provinsi Nusa Tenggara Barat,Kabupaten Nias Utara,Food & Beverage,Offline,Bank Transfer,6663167,6,33.6,3,97.5247243,1.1255279
TRX00470,2024-04-16,Provinsi Sulawesi Utara,Kota Tanjung Pinang,Fashion,Offline,Digital Wallet,1208038,4,12.7,4.3,104.446464,0.9179205
TRX00471,2024-01-02,Provinsi Lampung,Kabupaten Lebong,Electronics,Hybrid,Bank Transfer,467662,0,21.5,4,104.382202,-2.992617
TRX00472,2024-04-16,Provinsi Banten,Kabupaten Lampung Utara,Fashion,Online,Digital Wallet,903478,5,45.8,3.6,104.7520939,-4.8133905
TRX00473,2024-02-20,Provinsi Nusa Tenggara Barat,Kota Padang,Health & Beauty,Online,Digital Wallet,2310810,5,16.8,4,100.3530556,-0.95
TRX00474,2024-10-23,Provinsi Sulawesi Barat,Kabupaten Kampar,Food & Beverage,Online,Bank Transfer,400742,2,7.2,4.3,101.1617356,0.146671
TRX00475,2024-02-22,Provinsi Sulawesi Tengah,Kabupaten Seram Bagian Timur,Health & Beauty,Hybrid,Cash,1061104,3,3.5,3.7,130.390488,-3.4150761
TRX00476,2024-04-09,Provinsi Banten,Kota Kediri,Electronics,Online,Bank Transfer,957652,2,25.5,4.2,112.011398,-7.816895
TRX00477,2024-10-10,Provinsi Jambi,Kota Jakarta Pusat,Home & Living,Online,Credit Card,482968,1,13,3.6,106.845172,-6.211544
TRX00478,2024-01-15,Provinsi Kalimantan Timur,Kabupaten Lamandau,Fashion,Offline,Cash,577744,1,16.3,3.7,111.1891151,-1.9269166
TRX00479,2024-04-16,Provinsi Sumatera Barat,Kabupaten Sidoarjo,Fashion,Online,Digital Wallet,1047829,4,38.7,5.1,112.7173389,-7.4530278
TRX00480,2024-03-20,Provinsi Sumatera Selatan,Kota Surakarta,Fashion,Hybrid,Digital Wallet,531842,5,13.8,4.6,110.8166667,-7.5666667
TRX00481,2024-05-03,Provinsi Sulawesi Tengah,Kota Yogyakarta,Food & Beverage,Online,Credit Card,388804,1,7.4,3.4,110.368797,-7.797224
TRX00482,2024-06-26,Provinsi Nusa Tenggara Timur,Kabupaten Tapin,Food & Beverage,Offline,Bank Transfer,301447,3,9.9,4.1,115.0465991,-2.9160746
TRX00483,2024-08-30,Provinsi DKI Jakarta,Kabupaten Lampung Utara,Food & Beverage,Hybrid,Bank Transfer,730367,3,17.5,4.3,104.7520939,-4.8133905
TRX00484,2024-07-13,Provinsi Jawa Barat,Kota Tomohon,Food & Beverage,Online,Digital Wallet,516752,2,4.6,4,124.8384504,1.3234131
TRX00485,2024-08-25,Provinsi Papua,Kota Salatiga,Fashion,Offline,Credit Card,376473,3,35.8,4.7,110.4729,-7.302328
TRX00486,2024-08-25,Provinsi Lampung,Kabupaten Padang Pariaman,Food & Beverage,Offline,Cash,651432,4,30.5,5.3,100.2151578,-0.5546757
TRX00487,2024-06-18,Provinsi Bengkulu,Kota Semarang,Home & Living,Online,Credit Card,252022,3,36.6,3.9,110.4166667,-6.9666667
TRX00488,2024-08-30,Provinsi Jawa Timur,Kabupaten Tolikara,Fashion,Hybrid,Bank Transfer,244732,2,15.1,4.6,138.4787258,-3.481132
TRX00489,2024-02-09,Provinsi Bengkulu,Kabupaten Sumba Barat Daya,Electronics,Online,Bank Transfer,2156305,0,45,4.8,119.13906420000001,-9.539139
TRX00490,2024-05-02,Provinsi Jawa Tengah,Kabupaten Kolaka Utara,Food & Beverage,Online,Digital Wallet,226157,4,5.8,4.4,121.1710389,-3.1347227
TRX00491,2024-01-25,Provinsi Kalimantan Barat,Kota Sabang,Food & Beverage,Hybrid,Credit Card,748726,3,24.9,4.4,95.3192982,5.8946929
TRX00492,2024-06-02,Provinsi Kepulauan Bangka Belitung,Kabupaten Sorong Selatan,Food & Beverage,Online,Digital Wallet,207307,6,34.7,4.8,131.25,-0.8666667
TRX00493,2024-11-09,Provinsi Jawa Barat,Kabupaten Trenggalek,Food & Beverage,Hybrid,Digital Wallet,433536,2,7.7,4.3,111.7166667,-8.05
TRX00494,2024-02-25,Provinsi DI Yogyakarta,Kabupaten Siau Tagulandang Biaro,Health & Beauty,Online,Bank Transfer,806696,3,4.7,3.2,125.4124355,2.345964
TRX00495,2024-06-08,Provinsi Gorontalo,Kabupaten Bangka Selatan,Fashion,Online,Credit Card,198949,2,19.8,4.4,106.0640179,-2.2884782
TRX00496,2024-09-24,Provinsi Kepulauan Bangka Belitung,Kota Magelang,Home & Living,Online,Credit Card,989920,4,24.9,3.6,110.213799,-7.481253
TRX00497,2024-03-10,Provinsi Papua Barat,Kabupaten Gresik,Electronics,Online,Digital Wallet,679597,1,18,3.9,112.6555,-7.15665
TRX00498,2024-05-24,Provinsi Nusa Tenggara Timur,Kabupaten Kendal,Food & Beverage,Online,Digital Wallet,397812,2,10.1,4.1,110.205597,-6.919686
TRX00499,2024-07-09,Provinsi Jawa Barat,Kabupaten Kerinci,Food & Beverage,Hybrid,Cash,697883,1,6.6,3.1,101.4339148,-1.8720467
TRX00500,2024-03-27,Provinsi DI Yogyakarta,Kabupaten Jayapura,Fashion,Online,Digital Wallet,588531,5,39.1,4.1,140.717,-2.533
TRX00501,2024-11-29,Provinsi Kepulauan Riau,Kabupaten Aceh Singkil,Food & Beverage,Offline,Bank Transfer,235788,1,17.7,4.6,97.87216,2.3589459
TRX00502,2024-07-31,Provinsi Banten,Kabupaten Maros,Home & Living,Hybrid,Bank Transfer,135033,3,20.2,3.9,119.578903,-4.94695
TRX00503,2024-06-24,Provinsi Kepulauan Riau,Kabupaten Seruyan,Fashion,Online,Cash,607114,5,11.4,3.5,112.4291464,-3.0123467
TRX00504,2024-06-01,Provinsi Sumatera Utara,Kabupaten Lingga,Fashion,Offline,Cash,199909,1,31.1,4,104.6354631,-0.1627686
TRX00505,2024-04-09,Provinsi Kalimantan Tengah,Kabupaten Pesisir Selatan,Health & Beauty,Offline,Digital Wallet,527087,4,32.3,3.9,100.8903099,-1.7223147
TRX00506,2024-08-21,Provinsi Lampung,Kota Bandung,Food & Beverage,Online,Bank Transfer,105058,2,24.9,4.4,107.6098111,-6.9147444
TRX00507,2024-06-21,Provinsi Papua,Kabupaten Dharmas Raya,Food & Beverage,Online,Bank Transfer,215628,3,18,3.9,101.6157773,-1.1120568
TRX00508,2024-10-20,Provinsi Papua,Kota Bontang,Electronics,Online,Cash,716728,5,2.5,3.8,117.5,0.1333333
TRX00509,2024-01-16,Provinsi Jawa Timur,Kabupaten Boalemo,Food & Beverage,Online,Cash,1552944,6,15.3,4.4,122.2653887,0.7013419
TRX00510,2024-11-03,Provinsi Sulawesi Utara,Kabupaten Sinjai,Food & Beverage,Offline,Bank Transfer,646688,2,34.6,4.4,120.112735,-5.2171961
TRX00511,2024-08-08,Provinsi Nusa Tenggara Barat,Kabupaten Majene,Food & Beverage,Offline,Digital Wallet,201976,6,3,4.8,118.9062794,-3.0297251
TRX00512,2024-08-03,Provinsi Banten,Kabupaten Sumba Timur,Food & Beverage,Online,Cash,360412,2,20.4,4.7,120.3435506,-9.9802103
TRX00513,2024-09-21,Provinsi Riau,Kota Pekanbaru,Electronics,Online,Credit Card,1629814,5,21.9,3.9,101.45,0.5333333
TRX00514,2024-06-27,Provinsi Gorontalo,Kabupaten Indragiri Hilir,Food & Beverage,Online,Credit Card,917148,2,19.1,4.7,102.989615,-0.1456733
TRX00515,2024-06-11,Provinsi Nusa Tenggara Timur,Kabupaten Mamuju Utara,Electronics,Online,Digital Wallet,1199458,1,29.1,3.5,119.5107708,-1.5264542
TRX00516,2024-01-15,Provinsi Kalimantan Timur,Kabupaten Morowali,Electronics,Online,Credit Card,1479243,3,24.6,4.3,121.5370003,-2.3003072
TRX00517,2024-07-28,Provinsi Lampung,Kabupaten Demak,Fashion,Hybrid,Credit Card,796361,6,34.3,3.2,110.639297,-6.888115
